OA Code,Ward Name,LA Name,Region Name,QS605EW0017,QS605EW0001 (base),OA Percentage
E00167265,St Dunstan's and Stepney Green,Tower Hamlets,London,14,131,10.6900,
E00021541,Millwall,Tower Hamlets,London,7,171,4.0900,
E00021307,Bow West,Tower Hamlets,London,29,309,9.3900,
E00021623,St Katharine's and Wapping,Tower Hamlets,London,6,67,8.9600,
E00021248,Blackwall and Cubitt Town,Tower Hamlets,London,24,134,17.9100,
E00021273,Bow East,Tower Hamlets,London,4,112,3.5700,
E00021386,East India and Lansbury,Tower Hamlets,London,23,120,19.1700,
E00167093,Weavers,Tower Hamlets,London,6,133,4.5100,
E00021368,East India and Lansbury,Tower Hamlets,London,24,143,16.7800,
E00167131,Millwall,Tower Hamlets,London,4,48,8.3300,
E00021330,Bromley-by-Bow,Tower Hamlets,London,14,135,10.3700,
E00021340,Bromley-by-Bow,Tower Hamlets,London,30,202,14.8500,
E00021480,Mile End East,Tower Hamlets,London,14,195,7.1800,
E00021364,East India and Lansbury,Tower Hamlets,London,34,204,16.6700,
E00021527,Millwall,Tower Hamlets,London,11,203,5.4200,
E00021163,Bethnal Green North,Tower Hamlets,London,14,110,12.7300,
E00021462,Mile End and Globe Town,Tower Hamlets,London,17,129,13.1800,
E00021158,Bethnal Green North,Tower Hamlets,London,14,91,15.3800,
E00167208,Mile End and Globe Town,Tower Hamlets,London,8,218,3.6700,
E00021600,St Katharine's and Wapping,Tower Hamlets,London,4,216,1.8500,
E00167147,Blackwall and Cubitt Town,Tower Hamlets,London,10,101,9.9000,
E00021681,Spitalfields and Banglatown,Tower Hamlets,London,10,191,5.2400,
E00021662,Shadwell,Tower Hamlets,London,31,227,13.6600,
E00021632,St Katharine's and Wapping,Tower Hamlets,London,3,193,1.5500,
E00021207,Bethnal Green South,Tower Hamlets,London,9,189,4.7600,
E00021286,Bow East,Tower Hamlets,London,10,157,6.3700,
E00015682,Prince's,Lambeth,London,11,105,10.4800,
E00021601,St Katharine's and Wapping,Tower Hamlets,London,9,160,5.6300,
E00021717,Weavers,Tower Hamlets,London,5,114,4.3900,
E00021680,Spitalfields and Banglatown,Tower Hamlets,London,27,283,9.5400,
E00021235,Blackwall and Cubitt Town,Tower Hamlets,London,13,86,15.1200,
E00021553,Millwall,Tower Hamlets,London,12,111,10.8100,
E00021186,Bethnal Green South,Tower Hamlets,London,34,145,23.4500,
E00021646,Shadwell,Tower Hamlets,London,26,162,16.0500,
E00167110,Blackwall and Cubitt Town,Tower Hamlets,London,14,161,8.7000,
E00021491,Mile End East,Tower Hamlets,London,23,92,25.0000,
E00167252,St Dunstan's and Stepney Green,Tower Hamlets,London,15,167,8.9800,
E00021410,Limehouse,Tower Hamlets,London,32,155,20.6500,
E00021484,Mile End East,Tower Hamlets,London,16,204,7.8400,
E00021244,Blackwall and Cubitt Town,Tower Hamlets,London,4,75,5.3300,
E00021582,St Dunstan's and Stepney Green,Tower Hamlets,London,13,122,10.6600,
E00021162,Bethnal Green North,Tower Hamlets,London,27,183,14.7500,
E00021555,Millwall,Tower Hamlets,London,21,170,12.3500,
E00021160,Bethnal Green North,Tower Hamlets,London,18,121,14.8800,
E00167189,Bow East,Tower Hamlets,London,14,169,8.2800,
E00021641,Shadwell,Tower Hamlets,London,22,162,13.5800,
E00021422,Limehouse,Tower Hamlets,London,23,73,31.5100,
E00021173,Bethnal Green North,Tower Hamlets,London,6,177,3.3900,
E00167087,Limehouse,Tower Hamlets,London,6,219,2.7400,
E00021416,Limehouse,Tower Hamlets,London,21,150,14.0000,
E00167190,Bow East,Tower Hamlets,London,9,140,6.4300,
E00021497,Mile End East,Tower Hamlets,London,29,135,21.4800,
E00021254,Blackwall and Cubitt Town,Tower Hamlets,London,1,163,0.6100,
E00021586,St Dunstan's and Stepney Green,Tower Hamlets,London,36,163,22.0900,
E00021507,Mile End East,Tower Hamlets,London,21,177,11.8600,
E00021268,Bow East,Tower Hamlets,London,14,126,11.1100,
E00021521,Millwall,Tower Hamlets,London,7,126,5.5600,
E00021409,Limehouse,Tower Hamlets,London,4,219,1.8300,
E00021488,Mile End East,Tower Hamlets,London,28,173,16.1800,
E00021309,Bow West,Tower Hamlets,London,2,159,1.2600,
E00167219,Limehouse,Tower Hamlets,London,10,79,12.6600,
E00021333,Bromley-by-Bow,Tower Hamlets,London,17,116,14.6600,
E00021388,East India and Lansbury,Tower Hamlets,London,15,119,12.6100,
E00021739,Whitechapel,Tower Hamlets,London,28,176,15.9100,
E00021467,Mile End and Globe Town,Tower Hamlets,London,38,119,31.9300,
E00021342,Bromley-by-Bow,Tower Hamlets,London,22,107,20.5600,
E00021301,Bow West,Tower Hamlets,London,25,144,17.3600,
E00021637,Shadwell,Tower Hamlets,London,32,188,17.0200,
E00021203,Bethnal Green South,Tower Hamlets,London,19,100,19.0000,
E00021380,East India and Lansbury,Tower Hamlets,London,12,98,12.2400,
E00021282,Bow East,Tower Hamlets,London,12,202,5.9400,
E00021625,St Katharine's and Wapping,Tower Hamlets,London,12,362,3.3100,
E00021294,Bow West,Tower Hamlets,London,24,163,14.7200,
E00021405,Limehouse,Tower Hamlets,London,25,195,12.8200,
E00021215,Bethnal Green South,Tower Hamlets,London,22,233,9.4400,
E00021187,Bethnal Green South,Tower Hamlets,London,16,87,18.3900,
E00021503,Mile End East,Tower Hamlets,London,23,124,18.5500,
E00021376,East India and Lansbury,Tower Hamlets,London,21,110,19.0900,
E00021298,Bow West,Tower Hamlets,London,18,274,6.5700,
E00021658,Shadwell,Tower Hamlets,London,2,129,1.5500,
E00021509,Mile End East,Tower Hamlets,London,37,197,18.7800,
E00021219,Blackwall and Cubitt Town,Tower Hamlets,London,14,134,10.4500,
E00021588,St Dunstan's and Stepney Green,Tower Hamlets,London,16,106,15.0900,
E00021709,Weavers,Tower Hamlets,London,19,150,12.6700,
E00021400,Limehouse,Tower Hamlets,London,17,147,11.5600,
E00021378,East India and Lansbury,Tower Hamlets,London,28,173,16.1800,
E00021481,Mile End East,Tower Hamlets,London,26,136,19.1200,
E00167160,Millwall,Tower Hamlets,London,14,145,9.6600,
E00021161,Bethnal Green North,Tower Hamlets,London,25,203,12.3200,
E00021728,Weavers,Tower Hamlets,London,6,97,6.1900,
E00167100,Whitechapel,Tower Hamlets,London,16,438,3.6500,
E00165807,Bishop's,Lambeth,London,8,82,9.7600,
E00015772,Stockwell,Lambeth,London,7,142,4.9300,
E00015634,Oval,Lambeth,London,30,213,14.0800,
E00016104,Vassall,Lambeth,London,23,164,14.0200,
E00017877,East Ham South,Newham,London,8,65,12.3100,
E00015673,Prince's,Lambeth,London,20,143,13.9900,
E00015695,Prince's,Lambeth,London,18,124,14.5200,
E00018144,Plaistow North,Newham,London,7,83,8.4300,
E00016103,Vassall,Lambeth,London,11,126,8.7300,
E00018303,West Ham,Newham,London,32,292,10.9600,
E00174998,East Ham Central,Newham,London,11,87,12.6400,
E00018274,Wall End,Newham,London,33,208,15.8700,
E00015193,Bishop's,Lambeth,London,7,57,12.2800,
E00174975,Beckton,Newham,London,16,119,13.4500,
E00018184,Plaistow South,Newham,London,24,224,10.7100,
E00171540,Oval,Lambeth,London,3,170,1.7600,
E00017624,Beckton,Newham,London,16,183,8.7400,
E00015175,Bishop's,Lambeth,London,12,133,9.0200,
E00175008,Wall End,Newham,London,13,130,10.0000,
E00015167,Bishop's,Lambeth,London,12,323,3.7200,
E00015360,Coldharbour,Lambeth,London,16,131,12.2100,
E00015197,Bishop's,Lambeth,London,3,125,2.4000,
E00171544,Prince's,Lambeth,London,15,170,8.8200,
E00171531,Coldharbour,Lambeth,London,11,145,7.5900,
E00018041,Green Street West,Newham,London,10,185,5.4100,
E00015785,Stockwell,Lambeth,London,19,116,16.3800,
E00018155,Plaistow North,Newham,London,14,112,12.5000,
E00015648,Oval,Lambeth,London,13,185,7.0300,
E00015605,Larkhall,Lambeth,London,6,120,5.0000,
E00171537,Oval,Lambeth,London,4,122,3.2800,
E00016100,Vassall,Lambeth,London,10,199,5.0300,
E00015484,Herne Hill,Lambeth,London,36,230,15.6500,
E00016095,Vassall,Lambeth,London,18,118,15.2500,
E00171533,Bishop's,Lambeth,London,21,307,6.8400,
E00015704,Prince's,Lambeth,London,18,116,15.5200,
E00015684,Prince's,Lambeth,London,7,249,2.8100,
E00016069,Vassall,Lambeth,London,15,234,6.4100,
E00015697,Prince's,Lambeth,London,16,140,11.4300,
E00015405,Ferndale,Lambeth,London,25,148,16.8900,
E00017684,Canning Town North,Newham,London,3,79,3.8000,
E00018175,Plaistow South,Newham,London,19,189,10.0500,
E00017605,Beckton,Newham,London,27,222,12.1600,
E00017692,Canning Town North,Newham,London,26,159,16.3500,
E00016092,Vassall,Lambeth,London,7,128,5.4700,
E00018136,Plaistow North,Newham,London,24,206,11.6500,
E00017613,Beckton,Newham,London,23,294,7.8200,
E00018177,Plaistow South,Newham,London,31,250,12.4000,
E00017803,East Ham Central,Newham,London,45,234,19.2300,
E00017649,Boleyn,Newham,London,40,256,15.6300,
E00017882,East Ham South,Newham,London,10,114,8.7700,
E00017785,Custom House,Newham,London,22,211,10.4300,
E00017704,Canning Town North,Newham,London,14,171,8.1900,
E00015187,Bishop's,Lambeth,London,5,111,4.5000,
E00015700,Prince's,Lambeth,London,15,129,11.6300,
E00015791,Stockwell,Lambeth,London,18,150,12.0000,
E00016080,Vassall,Lambeth,London,17,119,14.2900,
E00015659,Oval,Lambeth,London,23,116,19.8300,
E00015638,Oval,Lambeth,London,4,204,1.9600,
E00015186,Bishop's,Lambeth,London,8,84,9.5200,
E00015669,Prince's,Lambeth,London,8,96,8.3300,
E00015173,Bishop's,Lambeth,London,26,147,17.6900,
E00015501,Herne Hill,Lambeth,London,26,212,12.2600,
E00016089,Vassall,Lambeth,London,7,123,5.6900,
E00015668,Prince's,Lambeth,London,6,110,5.4500,
E00023930,St James's,Westminster,London,35,254,13.7800,
E00023931,St James's,Westminster,London,14,174,8.0500,
E00015660,Oval,Lambeth,London,24,191,12.5700,
E00015188,Bishop's,Lambeth,London,6,59,10.1700,
E00023956,St James's,Westminster,London,10,162,6.1700,
E00023945,St James's,Westminster,London,6,202,2.9700,
E00016066,Vassall,Lambeth,London,8,119,6.7200,
E00015677,Prince's,Lambeth,London,15,165,9.0900,
E00016108,Vassall,Lambeth,London,5,125,4.0000,
E00016094,Vassall,Lambeth,London,21,150,14.0000,
E00015642,Oval,Lambeth,London,27,201,13.4300,
E00171538,Oval,Lambeth,London,6,186,3.2300,
E00015401,Ferndale,Lambeth,London,29,173,16.7600,
E00015169,Bishop's,Lambeth,London,4,149,2.6800,
E00015172,Bishop's,Lambeth,London,6,81,7.4100,
E00171548,Prince's,Lambeth,London,22,176,12.5000,
E00015663,Oval,Lambeth,London,21,151,13.9100,
E00015644,Oval,Lambeth,London,17,237,7.1700,
E00015670,Prince's,Lambeth,London,12,130,9.2300,
E00015789,Stockwell,Lambeth,London,46,312,14.7400,
E00015708,Prince's,Lambeth,London,5,83,6.0200,
E00015180,Bishop's,Lambeth,London,17,171,9.9400,
E00015629,Oval,Lambeth,London,14,108,12.9600,
E00171547,Prince's,Lambeth,London,15,221,6.7900,
E00016098,Vassall,Lambeth,London,15,113,13.2700,
E00015353,Coldharbour,Lambeth,London,20,203,9.8500,
E00015403,Ferndale,Lambeth,London,25,132,18.9400,
E00015773,Stockwell,Lambeth,London,19,162,11.7300,
E00016078,Vassall,Lambeth,London,16,141,11.3500,
E00015399,Ferndale,Lambeth,London,11,74,14.8600,
E00171529,Oval,Lambeth,London,22,181,12.1500,
E00015698,Prince's,Lambeth,London,15,100,15.0000,
E00015679,Prince's,Lambeth,London,7,197,3.5500,
E00015759,Stockwell,Lambeth,London,14,117,11.9700,
E00015195,Bishop's,Lambeth,London,19,167,11.3800,
E00016106,Vassall,Lambeth,London,6,154,3.9000,
E00171545,Prince's,Lambeth,London,16,102,15.6900,
E00016070,Vassall,Lambeth,London,10,103,9.7100,
E00015781,Stockwell,Lambeth,London,28,205,13.6600,
E00015661,Oval,Lambeth,London,13,289,4.5000,
E00016081,Vassall,Lambeth,London,22,212,10.3800,
E00015625,Oval,Lambeth,London,24,148,16.2200,
E00015622,Oval,Lambeth,London,30,190,15.7900,
E00016077,Vassall,Lambeth,London,7,185,3.7800,
E00015627,Oval,Lambeth,London,16,201,7.9600,
E00015755,Stockwell,Lambeth,London,18,169,10.6500,
E00016111,Vassall,Lambeth,London,12,180,6.6700,
E00171539,Oval,Lambeth,London,11,183,6.0100,
E00015182,Bishop's,Lambeth,London,7,132,5.3000,
E00016088,Vassall,Lambeth,London,14,141,9.9300,
E00015763,Stockwell,Lambeth,London,10,133,7.5200,
E00015191,Bishop's,Lambeth,London,11,92,11.9600,
E00015404,Ferndale,Lambeth,London,23,142,16.2000,
E00015651,Oval,Lambeth,London,20,133,15.0400,
E00015672,Prince's,Lambeth,London,10,277,3.6100,
E00015496,Herne Hill,Lambeth,London,8,135,5.9300,
E00015632,Oval,Lambeth,London,15,128,11.7200,
E00015691,Prince's,Lambeth,London,10,87,11.4900,
E00016097,Vassall,Lambeth,London,28,272,10.2900,
E00015166,Bishop's,Lambeth,London,21,272,7.7200,
E00017610,Beckton,Newham,London,19,147,12.9300,
E00017691,Canning Town North,Newham,London,29,185,15.6800,
E00175023,Stratford and New Town,Newham,London,15,179,8.3800,
E00017627,Beckton,Newham,London,18,161,11.1800,
E00175043,Canning Town South,Newham,London,24,165,14.5500,
E00017725,Canning Town South,Newham,London,12,115,10.4300,
E00018160,Plaistow South,Newham,London,21,169,12.4300,
E00017630,Beckton,Newham,London,16,185,8.6500,
E00017751,Canning Town South,Newham,London,12,85,14.1200,
E00015693,Prince's,Lambeth,London,22,147,14.9700,
E00018319,West Ham,Newham,London,12,112,10.7100,
E00015665,Prince's,Lambeth,London,3,160,1.8800,
E00018276,Wall End,Newham,London,22,165,13.3300,
E00175049,Boleyn,Newham,London,24,162,14.8100,
E00018158,Plaistow South,Newham,London,17,219,7.7600,
E00015790,Stockwell,Lambeth,London,20,187,10.7000,
E00017738,Canning Town South,Newham,London,14,128,10.9400,
E00018192,Plaistow South,Newham,London,23,261,8.8100,
E00017897,East Ham South,Newham,London,10,111,9.0100,
E00018172,Plaistow South,Newham,London,32,160,20.0000,
E00017816,East Ham Central,Newham,London,22,201,10.9500,
E00018179,Plaistow South,Newham,London,12,175,6.8600,
E00018246,Stratford and New Town,Newham,London,14,69,20.2900,
E00017626,Beckton,Newham,London,17,129,13.1800,
E00017879,East Ham South,Newham,London,9,112,8.0400,
E00017866,East Ham South,Newham,London,13,149,8.7200,
E00017983,Green Street East,Newham,London,35,201,17.4100,
E00175045,Canning Town South,Newham,London,16,131,12.2100,
E00015636,Oval,Lambeth,London,17,170,10.0000,
E00018273,Wall End,Newham,London,13,135,9.6300,
E00015500,Herne Hill,Lambeth,London,25,202,12.3800,
E00015653,Oval,Lambeth,London,16,239,6.6900,
E00015707,Prince's,Lambeth,London,24,144,16.6700,
E00016082,Vassall,Lambeth,London,9,99,9.0900,
E00015786,Stockwell,Lambeth,London,8,202,3.9600,
E00015646,Oval,Lambeth,London,12,108,11.1100,
E00015355,Coldharbour,Lambeth,London,21,139,15.1100,
E00015667,Prince's,Lambeth,London,5,131,3.8200,
E00015658,Oval,Lambeth,London,15,144,10.4200,
E00015635,Oval,Lambeth,London,21,276,7.6100,
E00015499,Herne Hill,Lambeth,London,9,106,8.4900,
E00015358,Coldharbour,Lambeth,London,18,129,13.9500,
E00015354,Coldharbour,Lambeth,London,23,167,13.7700,
E00015664,Prince's,Lambeth,London,8,175,4.5700,
E00015792,Stockwell,Lambeth,London,13,254,5.1200,
E00015683,Prince's,Lambeth,London,6,74,8.1100,
E00015696,Prince's,Lambeth,London,15,176,8.5200,
E00015778,Stockwell,Lambeth,London,18,119,15.1300,
E00015620,Oval,Lambeth,London,11,93,11.8300,
E00015783,Stockwell,Lambeth,London,17,119,14.2900,
E00016067,Vassall,Lambeth,London,8,125,6.4000,
E00015640,Oval,Lambeth,London,7,112,6.2500,
E00171549,Prince's,Lambeth,London,6,156,3.8500,
E00171534,Bishop's,Lambeth,London,16,232,6.9000,
E00171543,Prince's,Lambeth,London,4,104,3.8500,
E00015674,Prince's,Lambeth,London,8,179,4.4700,
E00015771,Stockwell,Lambeth,London,12,141,8.5100,
E00016099,Vassall,Lambeth,London,9,105,8.5700,
E00016107,Vassall,Lambeth,London,22,144,15.2800,
E00015765,Stockwell,Lambeth,London,24,182,13.1900,
E00016105,Vassall,Lambeth,London,11,146,7.5300,
E00015692,Prince's,Lambeth,London,15,144,10.4200,
E00015760,Stockwell,Lambeth,London,22,163,13.5000,
E00015687,Prince's,Lambeth,London,20,149,13.4200,
E00015623,Oval,Lambeth,London,28,304,9.2100,
E00016073,Vassall,Lambeth,London,5,119,4.2000,
E00015202,Bishop's,Lambeth,London,12,104,11.5400,
E00016109,Vassall,Lambeth,London,23,241,9.5400,
E00015178,Bishop's,Lambeth,London,9,84,10.7100,
E00015181,Bishop's,Lambeth,London,7,181,3.8700,
E00171519,Larkhall,Lambeth,London,7,209,3.3500,
E00015597,Larkhall,Lambeth,London,32,187,17.1100,
E00016075,Vassall,Lambeth,London,17,178,9.5500,
E00015641,Oval,Lambeth,London,19,221,8.6000,
E00015494,Herne Hill,Lambeth,London,18,133,13.5300,
E00015671,Prince's,Lambeth,London,7,104,6.7300,
E00015657,Oval,Lambeth,London,16,228,7.0200,
E00015784,Stockwell,Lambeth,London,17,181,9.3900,
E00015502,Herne Hill,Lambeth,London,26,160,16.2500,
E00015754,Stockwell,Lambeth,London,28,159,17.6100,
E00015770,Stockwell,Lambeth,London,18,135,13.3300,
E00016096,Vassall,Lambeth,London,27,224,12.0500,
E00015639,Oval,Lambeth,London,8,67,11.9400,
E00015780,Stockwell,Lambeth,London,22,199,11.0600,
E00015171,Bishop's,Lambeth,London,8,123,6.5000,
E00015699,Prince's,Lambeth,London,19,142,13.3800,
E00016068,Vassall,Lambeth,London,28,238,11.7600,
E00015357,Coldharbour,Lambeth,London,20,136,14.7100,
E00015694,Prince's,Lambeth,London,5,193,2.5900,
E00015630,Oval,Lambeth,London,20,136,14.7100,
E00016093,Vassall,Lambeth,London,20,217,9.2200,
E00171542,Prince's,Lambeth,London,4,209,1.9100,
E00016076,Vassall,Lambeth,London,3,109,2.7500,
E00016087,Vassall,Lambeth,London,15,131,11.4500,
E00015624,Oval,Lambeth,London,8,192,4.1700,
E00015593,Larkhall,Lambeth,London,18,156,11.5400,
E00016086,Vassall,Lambeth,London,9,163,5.5200,
E00015777,Stockwell,Lambeth,London,16,120,13.3300,
E00015794,Stockwell,Lambeth,London,34,141,24.1100,
E00015655,Oval,Lambeth,London,22,168,13.1000,
E00015628,Oval,Lambeth,London,19,286,6.6400,
E00016084,Vassall,Lambeth,London,22,163,13.5000,
E00174961,Canning Town South,Newham,London,8,138,5.8000,
E00015402,Ferndale,Lambeth,London,15,159,9.4300,
E00015703,Prince's,Lambeth,London,11,220,5.0000,
E00016074,Vassall,Lambeth,London,15,164,9.1500,
E00015198,Bishop's,Lambeth,London,10,148,6.7600,
E00015647,Oval,Lambeth,London,21,160,13.1300,
E00015782,Stockwell,Lambeth,London,19,161,11.8000,
E00015356,Coldharbour,Lambeth,London,19,129,14.7300,
E00016091,Vassall,Lambeth,London,13,162,8.0200,
E00015779,Stockwell,Lambeth,London,18,151,11.9200,
E00171536,Oval,Lambeth,London,16,378,4.2300,
E00015201,Bishop's,Lambeth,London,2,179,1.1200,
E00016110,Vassall,Lambeth,London,18,170,10.5900,
E00015787,Stockwell,Lambeth,London,39,209,18.6600,
E00015706,Prince's,Lambeth,London,17,233,7.3000,
E00015192,Bishop's,Lambeth,London,11,90,12.2200,
E00015168,Bishop's,Lambeth,London,24,192,12.5000,
E00015631,Oval,Lambeth,London,7,81,8.6400,
E00015676,Prince's,Lambeth,London,15,175,8.5700,
E00175077,Stratford and New Town,Newham,London,10,61,16.3900,
E00017645,Boleyn,Newham,London,11,94,11.7000,
E00018143,Plaistow North,Newham,London,9,131,6.8700,
E00017802,East Ham Central,Newham,London,47,239,19.6700,
E00018244,Stratford and New Town,Newham,London,8,50,16.0000,
E00017883,East Ham South,Newham,London,20,106,18.8700,
E00017820,East Ham Central,Newham,London,22,210,10.4800,
E00017639,Beckton,Newham,London,6,91,6.5900,
E00017761,Custom House,Newham,London,8,107,7.4800,
E00175000,Royal Docks,Newham,London,15,163,9.2000,
E00018306,West Ham,Newham,London,23,179,12.8500,
E00017756,Canning Town South,Newham,London,18,149,12.0800,
E00017628,Beckton,Newham,London,17,170,10.0000,
E00018161,Plaistow South,Newham,London,22,178,12.3600,
E00018125,Plaistow North,Newham,London,33,196,16.8400,
E00018296,West Ham,Newham,London,18,133,13.5300,
E00017763,Custom House,Newham,London,28,212,13.2100,
E00018009,Green Street East,Newham,London,15,112,13.3900,
E00018309,West Ham,Newham,London,18,152,11.8400,
E00017632,Beckton,Newham,London,5,163,3.0700,
E00018140,Plaistow North,Newham,London,15,112,13.3900,
E00018291,Wall End,Newham,London,23,187,12.3000,
E00017759,Canning Town South,Newham,London,33,325,10.1500,
E00018307,West Ham,Newham,London,18,142,12.6800,
E00017642,Beckton,Newham,London,4,84,4.7600,
E00018318,West Ham,Newham,London,19,176,10.8000,
E00175051,Canning Town North,Newham,London,18,161,11.1800,
E00017674,Boleyn,Newham,London,11,100,11.0000,
E00018149,Plaistow North,Newham,London,20,117,17.0900,
E00018198,Royal Docks,Newham,London,21,276,7.6100,
E00018119,Plaistow North,Newham,London,20,140,14.2900,
E00018182,Plaistow South,Newham,London,48,242,19.8300,
E00018141,Plaistow North,Newham,London,16,139,11.5100,
E00018040,Green Street West,Newham,London,14,162,8.6400,
E00017641,Beckton,Newham,London,7,98,7.1400,
E00175050,Boleyn,Newham,London,22,155,14.1900,
E00018131,Plaistow North,Newham,London,16,145,11.0300,
E00017818,East Ham Central,Newham,London,26,182,14.2900,
E00017858,East Ham South,Newham,London,13,147,8.8400,
E00018133,Plaistow North,Newham,London,20,222,9.0100,
E00175021,Stratford and New Town,Newham,London,15,168,8.9300,
E00018039,Green Street West,Newham,London,39,253,15.4200,
E00017675,Boleyn,Newham,London,47,277,16.9700,
E00174963,Royal Docks,Newham,London,27,138,19.5700,
E00018146,Plaistow North,Newham,London,29,202,14.3600,
E00017884,East Ham South,Newham,London,13,155,8.3900,
E00017805,East Ham Central,Newham,London,45,244,18.4400,
E00017825,East Ham Central,Newham,London,22,176,12.5000,
E00018189,Plaistow South,Newham,London,25,193,12.9500,
E00175085,Beckton,Newham,London,6,76,7.8900,
E00018268,Wall End,Newham,London,8,88,9.0900,
E00018216,Royal Docks,Newham,London,16,111,14.4100,
E00017789,Custom House,Newham,London,12,123,9.7600,
E00017708,Canning Town North,Newham,London,39,229,17.0300,
E00017876,East Ham South,Newham,London,8,91,8.7900,
E00018118,Plaistow North,Newham,London,13,94,13.8300,
E00018122,Plaistow North,Newham,London,27,149,18.1200,
E00017607,Beckton,Newham,London,24,206,11.6500,
E00018199,Royal Docks,Newham,London,21,223,9.4200,
E00017686,Canning Town North,Newham,London,7,92,7.6100,
E00018139,Plaistow North,Newham,London,11,96,11.4600,
E00017665,Boleyn,Newham,London,40,191,20.9400,
E00017782,Custom House,Newham,London,14,131,10.6900,
E00017703,Canning Town North,Newham,London,27,145,18.6200,
E00175016,Canning Town South,Newham,London,3,140,2.1400,
E00017829,East Ham Central,Newham,London,27,215,12.5600,
E00018204,Royal Docks,Newham,London,22,273,8.0600,
E00018135,Plaistow North,Newham,London,19,172,11.0500,
E00174971,East Ham South,Newham,London,13,151,8.6100,
E00017657,Boleyn,Newham,London,16,184,8.7000,
E00018148,Plaistow North,Newham,London,10,92,10.8700,
E00017740,Canning Town South,Newham,London,6,69,8.7000,
E00017611,Beckton,Newham,London,26,239,10.8800,
E00017660,Boleyn,Newham,London,19,204,9.3100,
E00017739,Canning Town South,Newham,London,13,154,8.4400,
E00174977,Beckton,Newham,London,6,149,4.0300,
E00017668,Boleyn,Newham,London,2,16,12.5000,
E00018164,Plaistow South,Newham,London,14,127,11.0200,
E00017690,Canning Town North,Newham,London,23,116,19.8300,
E00017718,Canning Town North,Newham,London,26,155,16.7700,
E00017635,Beckton,Newham,London,12,143,8.3900,
E00017799,East Ham Central,Newham,London,21,150,14.0000,
E00017753,Canning Town South,Newham,London,7,74,9.4600,
E00017808,East Ham Central,Newham,London,29,194,14.9500,
E00017889,East Ham South,Newham,London,16,168,9.5200,
E00175010,Wall End,Newham,London,20,165,12.1200,
E00017862,East Ham South,Newham,London,26,150,17.3300,
E00017747,Canning Town South,Newham,London,32,203,15.7600,
E00018162,Plaistow South,Newham,London,23,149,15.4400,
E00018330,West Ham,Newham,London,20,164,12.2000,
E00175020,Stratford and New Town,Newham,London,23,192,11.9800,
E00018333,West Ham,Newham,London,10,101,9.9000,
E00017673,Boleyn,Newham,London,14,127,11.0200,
E00018297,West Ham,Newham,London,10,208,4.8100,
E00018033,Green Street West,Newham,London,29,192,15.1000,
E00017728,Canning Town South,Newham,London,24,205,11.7100,
E00018191,Plaistow South,Newham,London,11,152,7.2400,
E00018124,Plaistow North,Newham,London,13,136,9.5600,
E00018272,Wall End,Newham,London,16,170,9.4100,
E00018308,West Ham,Newham,London,13,139,9.3500,
E00018316,West Ham,Newham,London,41,281,14.5900,
E00017851,East Ham North,Newham,London,11,190,5.7900,
E00017713,Canning Town North,Newham,London,17,139,12.2300,
E00017792,Custom House,Newham,London,16,143,11.1900,
E00017650,Boleyn,Newham,London,13,154,8.4400,
E00018332,West Ham,Newham,London,30,211,14.2200,
E00018300,West Ham,Newham,London,11,149,7.3800,
E00017824,East Ham Central,Newham,London,17,191,8.9000,
E00018323,West Ham,Newham,London,11,109,10.0900,
E00018186,Plaistow South,Newham,London,8,137,5.8400,
E00018005,Green Street East,Newham,London,14,164,8.5400,
E00017814,East Ham Central,Newham,London,42,245,17.1400,
E00017764,Custom House,Newham,London,26,160,16.2500,
E00175046,Canning Town South,Newham,London,27,158,17.0900,
E00017895,East Ham South,Newham,London,10,117,8.5500,
E00018016,Green Street West,Newham,London,17,171,9.9400,
E00174966,Canning Town South,Newham,London,19,332,5.7200,
E00018127,Plaistow North,Newham,London,22,169,13.0200,
E00017651,Boleyn,Newham,London,31,165,18.7900,
E00018032,Green Street West,Newham,London,28,222,12.6100,
E00017872,East Ham South,Newham,London,3,84,3.5700,
E00174996,East Ham Central,Newham,London,29,144,20.1400,
E00018294,Wall End,Newham,London,10,133,7.5200,
E00018243,Stratford and New Town,Newham,London,35,242,14.4600,
E00018215,Royal Docks,Newham,London,11,86,12.7900,
E00174992,Royal Docks,Newham,London,10,117,8.5500,
E00175037,Stratford and New Town,Newham,London,14,188,7.4500,
E00175042,Royal Docks,Newham,London,3,42,7.1400,
E00017742,Canning Town South,Newham,London,20,138,14.4900,
E00018334,West Ham,Newham,London,26,197,13.2000,
E00174978,Beckton,Newham,London,12,151,7.9500,
E00017662,Boleyn,Newham,London,17,205,8.2900,
E00017888,East Ham South,Newham,London,11,108,10.1900,
E00018166,Plaistow South,Newham,London,27,221,12.2200,
E00017667,Boleyn,Newham,London,25,203,12.3200,
E00017681,Canning Town North,Newham,London,34,174,19.5400,
E00018123,Plaistow North,Newham,London,37,204,18.1400,
E00017676,Boleyn,Newham,London,18,196,9.1800,
E00017769,Custom House,Newham,London,16,162,9.8800,
E00017797,Custom House,Newham,London,25,206,12.1400,
E00017770,Custom House,Newham,London,10,99,10.1000,
E00175014,East Ham South,Newham,London,8,162,4.9400,
E00174976,Beckton,Newham,London,14,227,6.1700,
E00018171,Plaistow South,Newham,London,25,147,17.0100,
E00018004,Green Street East,Newham,London,18,200,9.0000,
