OA Code,Ward Name,LA Name,Region Name,QS606EW0096,QS606EW0001 (base),OA Percentage
E00167147,Blackwall and Cubitt Town,Tower Hamlets,London,9,101,8.9100,
E00021158,Bethnal Green North,Tower Hamlets,London,14,91,15.3800,
E00021632,St Katharine's and Wapping,Tower Hamlets,London,5,193,2.5900,
E00021681,Spitalfields and Banglatown,Tower Hamlets,London,6,191,3.1400,
E00021662,Shadwell,Tower Hamlets,London,29,227,12.7800,
E00021601,St Katharine's and Wapping,Tower Hamlets,London,8,160,5.0000,
E00021286,Bow East,Tower Hamlets,London,12,157,7.6400,
E00021207,Bethnal Green South,Tower Hamlets,London,5,189,2.6500,
E00021680,Spitalfields and Banglatown,Tower Hamlets,London,14,283,4.9500,
E00015407,Ferndale,Lambeth,London,8,136,5.8800,
E00015682,Prince's,Lambeth,London,13,105,12.3800,
E00021717,Weavers,Tower Hamlets,London,13,114,11.4000,
E00021646,Shadwell,Tower Hamlets,London,19,162,11.7300,
E00021235,Blackwall and Cubitt Town,Tower Hamlets,London,7,86,8.1400,
E00021553,Millwall,Tower Hamlets,London,18,111,16.2200,
E00021410,Limehouse,Tower Hamlets,London,16,155,10.3200,
E00021491,Mile End East,Tower Hamlets,London,13,92,14.1300,
E00021186,Bethnal Green South,Tower Hamlets,London,11,145,7.5900,
E00021244,Blackwall and Cubitt Town,Tower Hamlets,London,6,75,8.0000,
E00167110,Blackwall and Cubitt Town,Tower Hamlets,London,8,161,4.9700,
E00021162,Bethnal Green North,Tower Hamlets,London,19,183,10.3800,
E00021484,Mile End East,Tower Hamlets,London,19,204,9.3100,
E00167252,St Dunstan's and Stepney Green,Tower Hamlets,London,16,167,9.5800,
E00167189,Bow East,Tower Hamlets,London,13,169,7.6900,
E00021582,St Dunstan's and Stepney Green,Tower Hamlets,London,11,122,9.0200,
E00021555,Millwall,Tower Hamlets,London,14,170,8.2400,
E00021641,Shadwell,Tower Hamlets,London,23,162,14.2000,
E00021160,Bethnal Green North,Tower Hamlets,London,11,121,9.0900,
E00021422,Limehouse,Tower Hamlets,London,5,73,6.8500,
E00167190,Bow East,Tower Hamlets,London,12,140,8.5700,
E00167087,Limehouse,Tower Hamlets,London,3,219,1.3700,
E00021173,Bethnal Green North,Tower Hamlets,London,12,177,6.7800,
E00021497,Mile End East,Tower Hamlets,London,19,135,14.0700,
E00021416,Limehouse,Tower Hamlets,London,20,150,13.3300,
E00021586,St Dunstan's and Stepney Green,Tower Hamlets,London,25,163,15.3400,
E00021254,Blackwall and Cubitt Town,Tower Hamlets,London,9,163,5.5200,
E00021507,Mile End East,Tower Hamlets,London,15,177,8.4700,
E00021409,Limehouse,Tower Hamlets,London,1,219,0.4600,
E00021488,Mile End East,Tower Hamlets,London,20,173,11.5600,
E00021388,East India and Lansbury,Tower Hamlets,London,7,119,5.8800,
E00167219,Limehouse,Tower Hamlets,London,12,79,15.1900,
E00021333,Bromley-by-Bow,Tower Hamlets,London,16,116,13.7900,
E00021521,Millwall,Tower Hamlets,London,5,126,3.9700,
E00021467,Mile End and Globe Town,Tower Hamlets,London,26,119,21.8500,
E00021342,Bromley-by-Bow,Tower Hamlets,London,5,107,4.6700,
E00021301,Bow West,Tower Hamlets,London,17,144,11.8100,
E00021637,Shadwell,Tower Hamlets,London,17,188,9.0400,
E00021739,Whitechapel,Tower Hamlets,London,20,176,11.3600,
E00021625,St Katharine's and Wapping,Tower Hamlets,London,11,362,3.0400,
E00021380,East India and Lansbury,Tower Hamlets,London,5,98,5.1000,
E00021203,Bethnal Green South,Tower Hamlets,London,16,100,16.0000,
E00021282,Bow East,Tower Hamlets,London,17,202,8.4200,
E00021294,Bow West,Tower Hamlets,London,15,163,9.2000,
E00021376,East India and Lansbury,Tower Hamlets,London,17,110,15.4500,
E00021215,Bethnal Green South,Tower Hamlets,London,20,233,8.5800,
E00021658,Shadwell,Tower Hamlets,London,3,129,2.3300,
E00021405,Limehouse,Tower Hamlets,London,20,195,10.2600,
E00021298,Bow West,Tower Hamlets,London,7,274,2.5500,
E00021187,Bethnal Green South,Tower Hamlets,London,4,87,4.6000,
E00021503,Mile End East,Tower Hamlets,London,21,124,16.9400,
E00021509,Mile End East,Tower Hamlets,London,33,197,16.7500,
E00021588,St Dunstan's and Stepney Green,Tower Hamlets,London,10,106,9.4300,
E00021219,Blackwall and Cubitt Town,Tower Hamlets,London,8,134,5.9700,
E00021378,East India and Lansbury,Tower Hamlets,London,18,173,10.4000,
E00021400,Limehouse,Tower Hamlets,London,16,147,10.8800,
E00021709,Weavers,Tower Hamlets,London,35,150,23.3300,
E00021481,Mile End East,Tower Hamlets,London,20,136,14.7100,
E00167160,Millwall,Tower Hamlets,London,12,145,8.2800,
E00165807,Bishop's,Lambeth,London,7,82,8.5400,
E00021728,Weavers,Tower Hamlets,London,7,97,7.2200,
E00167100,Whitechapel,Tower Hamlets,London,13,438,2.9700,
E00021161,Bethnal Green North,Tower Hamlets,London,18,203,8.8700,
E00017877,East Ham South,Newham,London,1,65,1.5400,
E00015634,Oval,Lambeth,London,14,213,6.5700,
E00015614,Larkhall,Lambeth,London,8,265,3.0200,
E00016104,Vassall,Lambeth,London,4,164,2.4400,
E00015772,Stockwell,Lambeth,London,3,142,2.1100,
E00015673,Prince's,Lambeth,London,10,143,6.9900,
E00015695,Prince's,Lambeth,London,7,124,5.6500,
E00016103,Vassall,Lambeth,London,6,126,4.7600,
E00174975,Beckton,Newham,London,7,119,5.8800,
E00015359,Coldharbour,Lambeth,London,13,176,7.3900,
E00018144,Plaistow North,Newham,London,7,83,8.4300,
E00018184,Plaistow South,Newham,London,31,224,13.8400,
E00018303,West Ham,Newham,London,26,292,8.9000,
E00017624,Beckton,Newham,London,10,183,5.4600,
E00171540,Oval,Lambeth,London,2,170,1.1800,
E00175008,Wall End,Newham,London,21,130,16.1500,
E00174998,East Ham Central,Newham,London,24,87,27.5900,
E00015197,Bishop's,Lambeth,London,9,125,7.2000,
E00015193,Bishop's,Lambeth,London,6,57,10.5300,
E00015175,Bishop's,Lambeth,London,5,133,3.7600,
E00015360,Coldharbour,Lambeth,London,12,131,9.1600,
E00023975,Tachbrook,Westminster,London,10,173,5.7800,
E00015167,Bishop's,Lambeth,London,14,323,4.3300,
E00171531,Coldharbour,Lambeth,London,15,145,10.3400,
E00023973,Tachbrook,Westminster,London,4,112,3.5700,
E00015368,Coldharbour,Lambeth,London,13,131,9.9200,
E00171521,Larkhall,Lambeth,London,11,71,15.4900,
E00171544,Prince's,Lambeth,London,9,170,5.2900,
E00018155,Plaistow North,Newham,London,23,112,20.5400,
E00023948,St James's,Westminster,London,2,171,1.1700,
E00015301,Clapham Town,Lambeth,London,18,193,9.3300,
E00015605,Larkhall,Lambeth,London,7,120,5.8300,
E00015408,Ferndale,Lambeth,London,9,144,6.2500,
E00171551,Larkhall,Lambeth,London,6,210,2.8600,
E00015648,Oval,Lambeth,London,11,185,5.9500,
E00015785,Stockwell,Lambeth,London,10,116,8.6200,
E00016100,Vassall,Lambeth,London,5,199,2.5100,
E00015361,Coldharbour,Lambeth,London,20,122,16.3900,
E00023950,St James's,Westminster,London,6,72,8.3300,
E00024012,Vincent Square,Westminster,London,11,129,8.5300,
E00015484,Herne Hill,Lambeth,London,22,230,9.5700,
E00016095,Vassall,Lambeth,London,12,118,10.1700,
E00171533,Bishop's,Lambeth,London,16,307,5.2100,
E00171537,Oval,Lambeth,London,5,122,4.1000,
E00015704,Prince's,Lambeth,London,11,116,9.4800,
E00015586,Larkhall,Lambeth,London,14,169,8.2800,
E00015684,Prince's,Lambeth,London,7,249,2.8100,
E00015697,Prince's,Lambeth,London,25,140,17.8600,
E00015370,Coldharbour,Lambeth,London,8,152,5.2600,
E00015405,Ferndale,Lambeth,London,12,148,8.1100,
E00016069,Vassall,Lambeth,London,8,234,3.4200,
E00015616,Larkhall,Lambeth,London,15,266,5.6400,
E00017684,Canning Town North,Newham,London,7,79,8.8600,
E00015649,Oval,Lambeth,London,19,167,11.3800,
E00017605,Beckton,Newham,London,18,222,8.1100,
E00018175,Plaistow South,Newham,London,31,189,16.4000,
E00016092,Vassall,Lambeth,London,8,128,6.2500,
E00017803,East Ham Central,Newham,London,27,234,11.5400,
E00017692,Canning Town North,Newham,London,15,159,9.4300,
E00018177,Plaistow South,Newham,London,31,250,12.4000,
E00017882,East Ham South,Newham,London,17,114,14.9100,
E00017649,Boleyn,Newham,London,52,256,20.3100,
E00017785,Custom House,Newham,London,11,211,5.2100,
E00017704,Canning Town North,Newham,London,12,171,7.0200,
E00017613,Beckton,Newham,London,23,294,7.8200,
E00024016,Vincent Square,Westminster,London,7,83,8.4300,
E00023974,Tachbrook,Westminster,London,9,101,8.9100,
E00024020,Vincent Square,Westminster,London,4,117,3.4200,
E00024005,Vincent Square,Westminster,London,1,132,0.7600,
E00024029,Vincent Square,Westminster,London,7,155,4.5200,
E00015187,Bishop's,Lambeth,London,6,111,5.4100,
E00024128,West End,Westminster,London,3,152,1.9700,
E00015700,Prince's,Lambeth,London,12,129,9.3000,
E00015638,Oval,Lambeth,London,6,204,2.9400,
E00016080,Vassall,Lambeth,London,14,119,11.7600,
E00015791,Stockwell,Lambeth,London,12,150,8.0000,
E00015669,Prince's,Lambeth,London,13,96,13.5400,
E00015659,Oval,Lambeth,London,9,116,7.7600,
E00015186,Bishop's,Lambeth,London,7,84,8.3300,
E00015580,Larkhall,Lambeth,London,10,217,4.6100,
E00015501,Herne Hill,Lambeth,London,9,212,4.2500,
E00015608,Larkhall,Lambeth,London,7,240,2.9200,
E00016089,Vassall,Lambeth,London,14,123,11.3800,
E00015173,Bishop's,Lambeth,London,7,147,4.7600,
E00015668,Prince's,Lambeth,London,11,110,10.0000,
E00015188,Bishop's,Lambeth,London,14,59,23.7300,
E00023931,St James's,Westminster,London,5,174,2.8700,
E00023964,Tachbrook,Westminster,London,5,207,2.4200,
E00023930,St James's,Westminster,London,9,254,3.5400,
E00023945,St James's,Westminster,London,4,202,1.9800,
E00015660,Oval,Lambeth,London,15,191,7.8500,
E00023995,Tachbrook,Westminster,London,3,52,5.7700,
E00016066,Vassall,Lambeth,London,17,119,14.2900,
E00024011,Vincent Square,Westminster,London,13,134,9.7000,
E00023956,St James's,Westminster,London,7,162,4.3200,
E00015316,Clapham Town,Lambeth,London,11,270,4.0700,
E00024023,Vincent Square,Westminster,London,12,174,6.9000,
E00015677,Prince's,Lambeth,London,24,165,14.5500,
E00016094,Vassall,Lambeth,London,12,150,8.0000,
E00015618,Larkhall,Lambeth,London,10,208,4.8100,
E00016108,Vassall,Lambeth,London,8,125,6.4000,
E00015369,Coldharbour,Lambeth,London,14,111,12.6100,
E00171532,Coldharbour,Lambeth,London,16,168,9.5200,
E00171538,Oval,Lambeth,London,9,186,4.8400,
E00171526,Stockwell,Lambeth,London,6,193,3.1100,
E00015172,Bishop's,Lambeth,London,5,81,6.1700,
E00015401,Ferndale,Lambeth,London,12,173,6.9400,
E00015642,Oval,Lambeth,London,19,201,9.4500,
E00015663,Oval,Lambeth,London,10,151,6.6200,
E00015576,Larkhall,Lambeth,London,15,281,5.3400,
E00015670,Prince's,Lambeth,London,10,130,7.6900,
E00171548,Prince's,Lambeth,London,15,176,8.5200,
E00015708,Prince's,Lambeth,London,15,83,18.0700,
E00015644,Oval,Lambeth,London,8,237,3.3800,
E00015169,Bishop's,Lambeth,London,11,149,7.3800,
E00015590,Larkhall,Lambeth,London,11,215,5.1200,
E00015789,Stockwell,Lambeth,London,21,312,6.7300,
E00015629,Oval,Lambeth,London,11,108,10.1900,
E00171547,Prince's,Lambeth,London,6,221,2.7100,
E00015353,Coldharbour,Lambeth,London,29,203,14.2900,
E00015574,Larkhall,Lambeth,London,9,252,3.5700,
E00015180,Bishop's,Lambeth,London,10,171,5.8500,
E00015773,Stockwell,Lambeth,London,6,162,3.7000,
E00016098,Vassall,Lambeth,London,5,113,4.4200,
E00171529,Oval,Lambeth,London,15,181,8.2900,
E00016078,Vassall,Lambeth,London,11,141,7.8000,
E00015403,Ferndale,Lambeth,London,16,132,12.1200,
E00015399,Ferndale,Lambeth,London,5,74,6.7600,
E00015367,Coldharbour,Lambeth,London,22,166,13.2500,
E00171528,Stockwell,Lambeth,London,6,127,4.7200,
E00015679,Prince's,Lambeth,London,6,197,3.0500,
E00015592,Larkhall,Lambeth,London,11,190,5.7900,
E00015698,Prince's,Lambeth,London,8,100,8.0000,
E00015505,Herne Hill,Lambeth,London,10,248,4.0300,
E00015195,Bishop's,Lambeth,London,20,167,11.9800,
E00015795,Stockwell,Lambeth,London,5,86,5.8100,
E00015619,Larkhall,Lambeth,London,10,245,4.0800,
E00015584,Larkhall,Lambeth,London,21,162,12.9600,
E00015390,Ferndale,Lambeth,London,4,222,1.8000,
E00015759,Stockwell,Lambeth,London,13,117,11.1100,
E00015311,Clapham Town,Lambeth,London,4,221,1.8100,
E00015798,Stockwell,Lambeth,London,20,198,10.1000,
E00171545,Prince's,Lambeth,London,11,102,10.7800,
E00016106,Vassall,Lambeth,London,6,154,3.9000,
E00015781,Stockwell,Lambeth,London,15,205,7.3200,
E00015797,Stockwell,Lambeth,London,12,182,6.5900,
E00015578,Larkhall,Lambeth,London,15,199,7.5400,
E00016070,Vassall,Lambeth,London,8,103,7.7700,
E00016081,Vassall,Lambeth,London,11,212,5.1900,
E00015661,Oval,Lambeth,London,5,289,1.7300,
E00015625,Oval,Lambeth,London,11,148,7.4300,
E00015400,Ferndale,Lambeth,London,14,136,10.2900,
E00015411,Ferndale,Lambeth,London,8,224,3.5700,
E00015374,Coldharbour,Lambeth,London,7,130,5.3800,
E00016077,Vassall,Lambeth,London,5,185,2.7000,
E00015755,Stockwell,Lambeth,London,9,169,5.3300,
E00015622,Oval,Lambeth,London,7,190,3.6800,
E00015761,Stockwell,Lambeth,London,16,123,13.0100,
E00016111,Vassall,Lambeth,London,17,180,9.4400,
E00015627,Oval,Lambeth,London,7,201,3.4800,
E00171539,Oval,Lambeth,London,2,183,1.0900,
E00015413,Ferndale,Lambeth,London,7,183,3.8300,
E00015182,Bishop's,Lambeth,London,7,132,5.3000,
E00015575,Larkhall,Lambeth,London,13,304,4.2800,
E00015763,Stockwell,Lambeth,London,13,133,9.7700,
E00016088,Vassall,Lambeth,London,8,141,5.6700,
E00015672,Prince's,Lambeth,London,9,277,3.2500,
E00015404,Ferndale,Lambeth,London,16,142,11.2700,
E00015651,Oval,Lambeth,London,12,133,9.0200,
E00015604,Larkhall,Lambeth,London,8,207,3.8600,
E00015496,Herne Hill,Lambeth,London,11,135,8.1500,
E00015485,Herne Hill,Lambeth,London,19,199,9.5500,
E00015691,Prince's,Lambeth,London,4,87,4.6000,
E00015191,Bishop's,Lambeth,London,11,92,11.9600,
E00015412,Ferndale,Lambeth,London,12,271,4.4300,
E00015596,Larkhall,Lambeth,London,7,78,8.9700,
E00015503,Herne Hill,Lambeth,London,16,190,8.4200,
E00015166,Bishop's,Lambeth,London,4,272,1.4700,
E00015582,Larkhall,Lambeth,London,16,247,6.4800,
E00015632,Oval,Lambeth,London,12,128,9.3800,
E00017610,Beckton,Newham,London,27,147,18.3700,
E00016097,Vassall,Lambeth,London,10,272,3.6800,
E00017691,Canning Town North,Newham,London,12,185,6.4900,
E00015612,Larkhall,Lambeth,London,9,226,3.9800,
E00175043,Canning Town South,Newham,London,18,165,10.9100,
E00017725,Canning Town South,Newham,London,9,115,7.8300,
E00018160,Plaistow South,Newham,London,18,169,10.6500,
E00017627,Beckton,Newham,London,10,161,6.2100,
E00017751,Canning Town South,Newham,London,9,85,10.5900,
E00015767,Stockwell,Lambeth,London,12,132,9.0900,
E00017630,Beckton,Newham,London,34,185,18.3800,
E00018319,West Ham,Newham,London,16,112,14.2900,
E00015693,Prince's,Lambeth,London,18,147,12.2400,
E00015757,Stockwell,Lambeth,London,18,111,16.2200,
E00018158,Plaistow South,Newham,London,19,219,8.6800,
E00015790,Stockwell,Lambeth,London,7,187,3.7400,
E00015665,Prince's,Lambeth,London,2,160,1.2500,
E00017738,Canning Town South,Newham,London,13,128,10.1600,
E00175049,Boleyn,Newham,London,17,162,10.4900,
E00018192,Plaistow South,Newham,London,23,261,8.8100,
E00017897,East Ham South,Newham,London,6,111,5.4100,
E00018172,Plaistow South,Newham,London,20,160,12.5000,
E00018179,Plaistow South,Newham,London,25,175,14.2900,
E00017626,Beckton,Newham,London,14,129,10.8500,
E00017816,East Ham Central,Newham,London,28,201,13.9300,
E00017879,East Ham South,Newham,London,14,112,12.5000,
E00015636,Oval,Lambeth,London,19,170,11.1800,
E00017866,East Ham South,Newham,London,27,149,18.1200,
E00175045,Canning Town South,Newham,London,10,131,7.6300,
E00015707,Prince's,Lambeth,London,10,144,6.9400,
E00015500,Herne Hill,Lambeth,London,19,202,9.4100,
E00015653,Oval,Lambeth,London,8,239,3.3500,
E00015786,Stockwell,Lambeth,London,4,202,1.9800,
E00016082,Vassall,Lambeth,London,7,99,7.0700,
E00015646,Oval,Lambeth,London,11,108,10.1900,
E00015581,Larkhall,Lambeth,London,13,210,6.1900,
E00015355,Coldharbour,Lambeth,London,13,139,9.3500,
E00015667,Prince's,Lambeth,London,9,131,6.8700,
E00015793,Stockwell,Lambeth,London,4,171,2.3400,
E00015373,Coldharbour,Lambeth,London,5,112,4.4600,
E00015303,Clapham Town,Lambeth,London,11,181,6.0800,
E00015658,Oval,Lambeth,London,17,144,11.8100,
E00015635,Oval,Lambeth,London,7,276,2.5400,
E00015354,Coldharbour,Lambeth,London,8,167,4.7900,
E00015499,Herne Hill,Lambeth,London,9,106,8.4900,
E00015358,Coldharbour,Lambeth,London,11,129,8.5300,
E00015364,Coldharbour,Lambeth,London,13,187,6.9500,
E00015792,Stockwell,Lambeth,London,7,254,2.7600,
E00015696,Prince's,Lambeth,London,15,176,8.5200,
E00015617,Larkhall,Lambeth,London,8,179,4.4700,
E00015664,Prince's,Lambeth,London,13,175,7.4300,
E00015778,Stockwell,Lambeth,London,12,119,10.0800,
E00015602,Larkhall,Lambeth,London,12,226,5.3100,
E00016067,Vassall,Lambeth,London,14,125,11.2000,
E00015683,Prince's,Lambeth,London,4,74,5.4100,
E00015620,Oval,Lambeth,London,5,93,5.3800,
E00171549,Prince's,Lambeth,London,8,156,5.1300,
E00015783,Stockwell,Lambeth,London,10,119,8.4000,
E00015674,Prince's,Lambeth,London,2,179,1.1200,
E00171543,Prince's,Lambeth,London,5,104,4.8100,
E00015771,Stockwell,Lambeth,London,10,141,7.0900,
E00015640,Oval,Lambeth,London,5,112,4.4600,
E00171534,Bishop's,Lambeth,London,9,232,3.8800,
E00015577,Larkhall,Lambeth,London,16,252,6.3500,
E00016099,Vassall,Lambeth,London,13,105,12.3800,
E00016107,Vassall,Lambeth,London,16,144,11.1100,
E00015765,Stockwell,Lambeth,London,6,182,3.3000,
E00016105,Vassall,Lambeth,London,9,146,6.1600,
E00015613,Larkhall,Lambeth,London,10,232,4.3100,
E00015692,Prince's,Lambeth,London,5,144,3.4700,
E00015406,Ferndale,Lambeth,London,5,106,4.7200,
E00015760,Stockwell,Lambeth,London,12,163,7.3600,
E00015788,Stockwell,Lambeth,London,15,206,7.2800,
E00015687,Prince's,Lambeth,London,12,149,8.0500,
E00015178,Bishop's,Lambeth,London,4,84,4.7600,
E00016073,Vassall,Lambeth,London,6,119,5.0400,
E00016109,Vassall,Lambeth,London,21,241,8.7100,
E00015202,Bishop's,Lambeth,London,13,104,12.5000,
E00015623,Oval,Lambeth,London,17,304,5.5900,
E00171519,Larkhall,Lambeth,London,6,209,2.8700,
E00015597,Larkhall,Lambeth,London,17,187,9.0900,
E00015375,Coldharbour,Lambeth,London,9,107,8.4100,
E00015494,Herne Hill,Lambeth,London,13,133,9.7700,
E00015181,Bishop's,Lambeth,London,3,181,1.6600,
E00016075,Vassall,Lambeth,London,16,178,8.9900,
E00015784,Stockwell,Lambeth,London,9,181,4.9700,
E00015641,Oval,Lambeth,London,10,221,4.5200,
E00015415,Ferndale,Lambeth,London,11,286,3.8500,
E00015671,Prince's,Lambeth,London,7,104,6.7300,
E00015754,Stockwell,Lambeth,London,10,159,6.2900,
E00015657,Oval,Lambeth,London,16,228,7.0200,
E00015770,Stockwell,Lambeth,London,12,135,8.8900,
E00016096,Vassall,Lambeth,London,17,224,7.5900,
E00015583,Larkhall,Lambeth,London,17,135,12.5900,
E00015502,Herne Hill,Lambeth,London,11,160,6.8800,
E00015171,Bishop's,Lambeth,London,12,123,9.7600,
E00015780,Stockwell,Lambeth,London,15,199,7.5400,
E00015776,Stockwell,Lambeth,London,4,200,2.0000,
E00015504,Herne Hill,Lambeth,London,8,168,4.7600,
E00015357,Coldharbour,Lambeth,London,26,136,19.1200,
E00015585,Larkhall,Lambeth,London,15,169,8.8800,
E00015639,Oval,Lambeth,London,7,67,10.4500,
E00016068,Vassall,Lambeth,London,19,238,7.9800,
E00171527,Stockwell,Lambeth,London,8,137,5.8400,
E00015699,Prince's,Lambeth,London,11,142,7.7500,
E00015694,Prince's,Lambeth,London,9,193,4.6600,
E00015630,Oval,Lambeth,London,11,136,8.0900,
E00015615,Larkhall,Lambeth,London,11,230,4.7800,
E00015589,Larkhall,Lambeth,London,15,150,10.0000,
E00171542,Prince's,Lambeth,London,7,209,3.3500,
E00015508,Herne Hill,Lambeth,London,28,260,10.7700,
E00016076,Vassall,Lambeth,London,7,109,6.4200,
E00016093,Vassall,Lambeth,London,4,217,1.8400,
E00015624,Oval,Lambeth,London,8,192,4.1700,
E00016087,Vassall,Lambeth,London,13,131,9.9200,
E00016086,Vassall,Lambeth,London,10,163,6.1300,
E00015794,Stockwell,Lambeth,London,21,141,14.8900,
E00015593,Larkhall,Lambeth,London,18,156,11.5400,
E00015628,Oval,Lambeth,London,11,286,3.8500,
E00015777,Stockwell,Lambeth,London,11,120,9.1700,
E00015603,Larkhall,Lambeth,London,18,139,12.9500,
E00015410,Ferndale,Lambeth,London,5,261,1.9200,
E00015363,Coldharbour,Lambeth,London,13,171,7.6000,
E00015655,Oval,Lambeth,London,11,168,6.5500,
E00016084,Vassall,Lambeth,London,12,163,7.3600,
E00174961,Canning Town South,Newham,London,10,138,7.2500,
E00015402,Ferndale,Lambeth,London,22,159,13.8400,
E00015703,Prince's,Lambeth,London,4,220,1.8200,
E00015198,Bishop's,Lambeth,London,5,148,3.3800,
E00015506,Herne Hill,Lambeth,London,7,170,4.1200,
E00015591,Larkhall,Lambeth,London,15,159,9.4300,
E00016074,Vassall,Lambeth,London,22,164,13.4100,
E00015647,Oval,Lambeth,London,12,160,7.5000,
E00015782,Stockwell,Lambeth,London,9,161,5.5900,
E00015356,Coldharbour,Lambeth,London,10,129,7.7500,
E00015510,Herne Hill,Lambeth,London,12,224,5.3600,
E00016091,Vassall,Lambeth,London,11,162,6.7900,
E00015779,Stockwell,Lambeth,London,15,151,9.9300,
E00171536,Oval,Lambeth,London,17,378,4.5000,
E00015706,Prince's,Lambeth,London,17,233,7.3000,
E00015201,Bishop's,Lambeth,London,6,179,3.3500,
E00016110,Vassall,Lambeth,London,14,170,8.2400,
E00015168,Bishop's,Lambeth,London,15,192,7.8100,
E00015409,Ferndale,Lambeth,London,12,121,9.9200,
E00015676,Prince's,Lambeth,London,4,175,2.2900,
E00015372,Coldharbour,Lambeth,London,12,109,11.0100,
E00015787,Stockwell,Lambeth,London,6,209,2.8700,
E00015192,Bishop's,Lambeth,London,5,90,5.5600,
E00017645,Boleyn,Newham,London,22,94,23.4000,
E00015631,Oval,Lambeth,London,9,81,11.1100,
E00015309,Clapham Town,Lambeth,London,9,194,4.6400,
E00017802,East Ham Central,Newham,London,46,239,19.2500,
E00017883,East Ham South,Newham,London,7,106,6.6000,
E00175077,Stratford and New Town,Newham,London,7,61,11.4800,
E00017820,East Ham Central,Newham,London,27,210,12.8600,
E00018143,Plaistow North,Newham,London,10,131,7.6300,
E00017639,Beckton,Newham,London,6,91,6.5900,
E00175000,Royal Docks,Newham,London,12,163,7.3600,
E00018161,Plaistow South,Newham,London,24,178,13.4800,
E00017756,Canning Town South,Newham,London,16,149,10.7400,
E00018296,West Ham,Newham,London,15,133,11.2800,
E00017628,Beckton,Newham,London,25,170,14.7100,
E00017761,Custom House,Newham,London,4,107,3.7400,
E00017763,Custom House,Newham,London,19,212,8.9600,
E00018306,West Ham,Newham,London,24,179,13.4100,
E00018125,Plaistow North,Newham,London,44,196,22.4500,
E00017632,Beckton,Newham,London,10,163,6.1300,
E00017759,Canning Town South,Newham,London,21,325,6.4600,
E00018307,West Ham,Newham,London,15,142,10.5600,
E00017642,Beckton,Newham,London,16,84,19.0500,
E00175051,Canning Town North,Newham,London,9,161,5.5900,
E00018318,West Ham,Newham,London,19,176,10.8000,
E00018140,Plaistow North,Newham,London,13,112,11.6100,
E00018198,Royal Docks,Newham,London,20,276,7.2500,
E00017674,Boleyn,Newham,London,12,100,12.0000,
E00018149,Plaistow North,Newham,London,17,117,14.5300,
E00018182,Plaistow South,Newham,London,33,242,13.6400,
E00018141,Plaistow North,Newham,London,20,139,14.3900,
E00018119,Plaistow North,Newham,London,13,140,9.2900,
E00018040,Green Street West,Newham,London,21,162,12.9600,
E00175050,Boleyn,Newham,London,15,155,9.6800,
E00017641,Beckton,Newham,London,11,98,11.2200,
E00174963,Royal Docks,Newham,London,10,138,7.2500,
E00017675,Boleyn,Newham,London,46,277,16.6100,
E00017858,East Ham South,Newham,London,16,147,10.8800,
E00017818,East Ham Central,Newham,London,31,182,17.0300,
E00017884,East Ham South,Newham,London,23,155,14.8400,
E00017805,East Ham Central,Newham,London,70,244,28.6900,
E00018146,Plaistow North,Newham,London,29,202,14.3600,
E00017789,Custom House,Newham,London,12,123,9.7600,
E00018189,Plaistow South,Newham,London,15,193,7.7700,
E00175085,Beckton,Newham,London,6,76,7.8900,
E00017708,Canning Town North,Newham,London,20,229,8.7300,
E00017876,East Ham South,Newham,London,13,91,14.2900,
E00018118,Plaistow North,Newham,London,16,94,17.0200,
E00018216,Royal Docks,Newham,London,13,111,11.7100,
E00018199,Royal Docks,Newham,London,16,223,7.1700,
E00018122,Plaistow North,Newham,London,26,149,17.4500,
E00017607,Beckton,Newham,London,17,206,8.2500,
E00017703,Canning Town North,Newham,London,9,145,6.2100,
E00017686,Canning Town North,Newham,London,13,92,14.1300,
E00017665,Boleyn,Newham,London,41,191,21.4700,
E00017657,Boleyn,Newham,London,11,184,5.9800,
E00017782,Custom House,Newham,London,11,131,8.4000,
E00175016,Canning Town South,Newham,London,7,140,5.0000,
E00018204,Royal Docks,Newham,London,26,273,9.5200,
E00017660,Boleyn,Newham,London,20,204,9.8000,
E00174971,East Ham South,Newham,London,21,151,13.9100,
E00018148,Plaistow North,Newham,London,15,92,16.3000,
E00017739,Canning Town South,Newham,London,8,154,5.1900,
E00018164,Plaistow South,Newham,London,11,127,8.6600,
E00017718,Canning Town North,Newham,London,25,155,16.1300,
E00017668,Boleyn,Newham,London,3,16,18.7500,
E00017740,Canning Town South,Newham,London,7,69,10.1400,
E00017635,Beckton,Newham,London,6,143,4.2000,
E00017690,Canning Town North,Newham,London,9,116,7.7600,
E00017753,Canning Town South,Newham,London,6,74,8.1100,
E00017808,East Ham Central,Newham,London,31,194,15.9800,
E00017889,East Ham South,Newham,London,15,168,8.9300,
E00175010,Wall End,Newham,London,27,165,16.3600,
E00017862,East Ham South,Newham,London,18,150,12.0000,
E00017747,Canning Town South,Newham,London,25,203,12.3200,
E00018162,Plaistow South,Newham,London,15,149,10.0700,
E00017673,Boleyn,Newham,London,9,127,7.0900,
E00017728,Canning Town South,Newham,London,12,205,5.8500,
E00018191,Plaistow South,Newham,London,20,152,13.1600,
E00018316,West Ham,Newham,London,28,281,9.9600,
E00018124,Plaistow North,Newham,London,16,136,11.7600,
